,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
8742,['nair'],"['Teridax', 'Teridax']","['Action', 'Indie']"," Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","Sep 14, 2021",$2.99,"0 .. 20,000",183,
8743,['ship handling simulator'],"['Aleksandr Turkin', 'Aleksandr Turkin']","['Indie', 'Simulation']"," Single-player, Family Sharing","Jan 3, 2021",$8.99,"0 .. 20,000",408,
8744,['masterplan'],"['SolarLune Games', 'SolarLune Games']","['Game Development', 'Early Access']", ,"Jan 26, 2021",$19.99,"0 .. 20,000",580,01:05 (average) 01:05 (median)
8745,['the cyclist: tactics'],"['Camshaft Software Ltd', 'Camshaft Software Ltd']","['Sports', 'Strategy']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing","Jul 29, 2021",$17.99,"0 .. 20,000",609,
8746,['trash quest'],"['Francis Vace', 'Francis Vace']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","Apr 26, 2021",$2.99,"0 .. 20,000",207,
8747,['cute bite'],"['Hanako Games', 'Hanako Games']","['Fr', 'Simulation']"," Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","Aug 31, 2021",$14.99,"0 .. 20,000",905,
8748,['[tda00] muv-luv unlimited: the day after - episode 00 remastered'],"['fuzz, Inc.', 'aNCHOR Inc.']","['Adventure', 'Casual']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Feb 4, 2021",$7.49,"0 .. 20,000",740,
8749,['destructive physics - destruction simulator'],"['KreizLand Games', 'KreizLand Games']","['Indie', 'Simulation']"," Single-player, Includes level editor, Family Sharing","Aug 20, 2021",$19.99,"0 .. 20,000",903,01:36 (average) 01:36 (median)
8750,['axis football 2021'],"['Axis Games', 'Axis Games']","['Sports', 'Strategy']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","Aug 26, 2021",$9.99,"0 .. 20,000",726,
8751,['desecrators'],"['Woodhound', 'Woodhound']","['Indie', 'Early Access']"," Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing","Mar 26, 2021",$11.99,"0 .. 20,000",604,
8752,"[""cosmo's quickstop""]","['Big Sir Games', 'Big Sir Games']","['Simulation', 'Strategy']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Aug 18, 2021",$19.99,"0 .. 20,000",945,
8753,['juro janosik'],"['Peter Jurkovsky', 'Black Deer Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Oct 25, 2021",$10.99,"0 .. 20,000",870,
8754,['fluffy cubed'],"['Naoka Games', 'Naoka Games']","['Casual', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jun 18, 2021",$1.99,"0 .. 20,000",85,
8755,['alchemist adventure'],"['Bad Minions', 'SuperGG.com']","['Indie', 'in Early Access']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing","Jun 10, 2021 (previously",$14.99,"20,000 .. 50,000",0,
8756,['gearshifters'],"['Red Phantom Games', 'Numskull Games']","['Action', 'Racing']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Oct 1, 2021",$24.99,"0 .. 20,000",900,
8757,['戾谈'],"['SPG Mistarille', 'SPG Mistarille']","['Indie', 'RPG']"," Single-player, Steam Achievements, Steam Cloud, Remote Play Together","Jan 18, 2021",,"200,000 .. 500,000",615,
8758,['angry squirrel'],"['LTZinc', 'LTZinc']","['Indie', 'Simulation']"," Single-player, Family Sharing","Apr 24, 2021",$0.99,"0 .. 20,000",64,
8759,['gemini strategy origin'],"['Gemini Stars Games', 'Happy Max']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","Jan 13, 2021 (previously",$1.99,"20,000 .. 50,000","3,557",
8760,['overpass'],"['Zordix Racing', 'Nacon']","['Simulation', 'Sports']"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","Mar 16, 2021",$5.99,"0 .. 20,000","1,614",
8761,['hellblusser'],"['Sokpop Collective', 'Sokpop Collective']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Aug 10, 2021",$4.99,"0 .. 20,000",451,
8762,['treasures of the aegean'],"['Undercoders', 'Numskull Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Nov 11, 2021",$19.99,"0 .. 20,000",818,
8763,['waifu impact'],"['Mitsuki Game Studio', 'Mitsuki Game Studio']","['Adventure', 'Casual']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Apr 23, 2021",$5.99,"0 .. 20,000","2,097",01:51 (average) 01:51 (median)
8764,['流言侦探'],"['WoodenWolf', 'WoodenWolf']","['Casual', 'Indie']"," Single-player, Steam Cloud, Family Sharing","Apr 22, 2021",$9.99,"20,000 .. 50,000","1,082",
8765,['noara: the conspiracy'],"['Atypique Studio', 'Atypique Studio']","['Strategy', 'Early Access']"," Multi-player, PvP, Online PvP, Co-op, Online Co-op","Nov 14, 2021",,"0 .. 20,000","1,150",
8766,['cardnarok: raid with gods'],"['HeartBeat Games', 'Light of Creators']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","May 14, 2021",$19.99,"0 .. 20,000","2,783",146:49 (average) 146:49 (median)
8767,['head 2 head'],"['ArcForged', 'ArcForged']","['RPG', 'Early Access']"," Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Partial Controller Support, Remote Play Together","Jun 28, 2021",,"0 .. 20,000",495,
8768,['shores unknown'],"['Vallynne', 'Hitcents']","['Strategy', 'Early Access']"," Single-player, Full controller support, Steam Cloud, Family Sharing","Feb 17, 2021",$19.99,"0 .. 20,000","6,409",
8769,['live empire 2'],"['Happy Max', 'Happy Max']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Dec 8, 2021",$3.99,"0 .. 20,000","1,645",
8770,['super glitter rush'],"['Tsuyomi', 'tiny cactus studio']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 30, 2021",$3.99,"0 .. 20,000",293,
8771,['international space banana'],"['Cool Scooter Software', 'PQube']","['Indie', 'Simulation']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing","Mar 31, 2021",$0.99,"0 .. 20,000",161,00:33 (average) 00:33 (median)
8772,['no ghost in stay home'],"['Midori Games / みどりげーむず', 'Midori Games / みどりげーむず']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jun 4, 2021",$0.99,"0 .. 20,000",249,
8773,['be hero'],"['Mirabolis Studios', 'Mirabolis Studios']","['RPG', 'Early Access']"," Single-player, Partial Controller Support, Steam Cloud, Family Sharing","Mar 30, 2021",$12.99,"0 .. 20,000",744,
8774,['karma city police'],"['mecagames', 'Freedom Games']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Dec 16, 2021 (previously",$11.99,"0 .. 20,000",618,
8775,['crowhille - detective case files vr'],"['Saturn VR', 'Saturn VR , NipsApp Gaming Software ']","['Adventure', 'Strategy']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Sep 10, 2021",$5.99,"50,000 .. 100,000",180,
8776,['rooten'],"['Amortiz Games', 'Amortiz Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Sep 8, 2021",$4.99,"0 .. 20,000",367,
8777,"[""aerial_knight's never yield""]","['Aerial_Knight', 'Headup Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","May 19, 2021",$11.99,"0 .. 20,000","1,149",
8778,['collection of saga final fantasy legend'],"['Racjin', 'Square Enix']","['Fr', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Oct 21, 2021",$19.99,"0 .. 20,000","3,226",02:49 (average) 02:49 (median)
8779,['satanic panic 666'],"['deadworld games', 'deadworld games']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 4, 2021",$4.99,"0 .. 20,000",169,
8780,['dieselpunk wars'],"['PlayWay S.A.', 'HeartBeat Games']","['Simulation', 'in Early Access']"," Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","May 13, 2021 (previously",$14.99,"0 .. 20,000","4,415",
8781,['ufo2: extraterrestrials'],"['Chaos Concept', 'Chaos Concept']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jun 15, 2021",$34.99,"20,000 .. 50,000","1,788",31:45 (average) 31:45 (median)
8782,['space docker vr'],"['Cat Commandos', 'Cat Commandos']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing","Dec 15, 2021",$14.99,"0 .. 20,000",788,
8783,['search all - foxes'],"['Laush Dmitriy Sergeevich', 'Laush Studio']","['Casual', 'Indie']"," Single-player, Full controller support, Family Sharing","Dec 20, 2021",$2.99,"0 .. 20,000",84,
8784,['blackchain'],"['Borington', 'Borington']","['Indie', 'Strategy']"," Single-player, Multi-player, Steam Achievements, Includes level editor, Family Sharing","Mar 17, 2021",$4.99,"0 .. 20,000","1,249",
8785,['firelight fantasy: resistance'],"['Whale Rock Games', 'Whale Rock Games']","['Massively Multiplayer', 'RPG']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jul 11, 2021",$9.99,"0 .. 20,000",919,
8786,['gladiator manager'],"['Eternity Games', 'Eternity Games']","['Sports', 'Strategy']"," Single-player, Family Sharing","Jan 28, 2021",$7.99,"0 .. 20,000",687,
8787,['nongunz: doppelganger edition'],"['Brainwash Gang', 'Digerati']","['Fr', 'Action']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing","May 7, 2021",$12.99,"0 .. 20,000","1,407",
8788,['the magnificent trufflepigs'],"['Thunkd', 'AMC Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 2, 2021",$11.99,"0 .. 20,000",995,
8789,['sayonara golden days'],"['NotDeadLuna Studio', 'NotDeadLuna Studio']","['Fr', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","May 19, 2021",$1.99,"20,000 .. 50,000",347,
8790,['the bart bonte collection'],"['Bart Bonte', 'Bart Bonte']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","May 3, 2021",$9.99,"0 .. 20,000",289,
8791,['negative nancy'],"['FEED', 'Effort Star']","['Adventure', 'Indie']"," Single-player, Full controller support, Family Sharing","Oct 13, 2021",$14.99,"0 .. 20,000",436,
8792,['the magister'],"['Nerdook Productions', 'Digerati']","['Indie', 'RPG']"," Single-player, Steam Achievements, Partial Controller Support, Family Sharing","Sep 2, 2021",$14.99,"0 .. 20,000","1,673",00:21 (average) 00:21 (median)
8793,['game of mafia'],"['VICTORIA Games', 'FastGame']","['Adventure', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Mar 25, 2021",$9.99,"0 .. 20,000","1,960",
8794,['rekkr: sunken land'],"['Mockingbird Softworks', 'Mockingbird Softworks']","['Action', 'Adventure']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Family Sharing","Oct 11, 2021",$5.99,"20,000 .. 50,000",790,
8795,['cocaine dealer'],"['Stone/Spark Games', 'Stone/Spark Games']","['Strategy', 'Early Access']"," Single-player, Family Sharing","Dec 8, 2021",$3.99,"0 .. 20,000",347,
8796,['looking for heals'],"['Blue Bomber Games', 'Blue Bomber Games']","['RPG', 'in Early Access']"," Single-player, Partial Controller Support, Family Sharing","Mar 25, 2021 (previously",$9.99,"0 .. 20,000","2,457",00:37 (average) 00:37 (median)
8797,['king under the mountain'],"['Rocket Jump Technology', 'Rocket Jump Technology']","['Strategy', 'Early Access']", Single-player,"Nov 24, 2021",,"20,000 .. 50,000","8,051",
8798,['truck driver'],"['SOEDESCO', 'SOEDESCO']","['Casual', 'Simulation']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","May 27, 2021",$19.99,"0 .. 20,000","9,085",
8799,['the repairing mantis'],"['Erupting Avocado', 'Erupting Avocado']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Sep 17, 2021",$5.99,"0 .. 20,000",298,
8800,['recon control'],"['Dmitry Kozlov', 'GrabTheGames']","['Simulation', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Nov 4, 2021",$9.99,"0 .. 20,000","1,632",
8801,['yerba mate tycoon'],"['DonislawDev', 'DonislawDev']","['Strategy', 'in Early Access']"," Single-player, Steam Achievements, Family Sharing","Sep 3, 2021 (previously",$4.99,"0 .. 20,000",454,
8802,['my fluffy life'],"['middlepot', 'middlepot']","['Casual', 'Simulation']"," Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","Sep 30, 2021",$4.99,"0 .. 20,000",297,
8803,['virtual surfing'],"['Waveor', 'Waveor']","['Sports', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Sep 15, 2021 (previously",$29.99,"0 .. 20,000",827,
8804,['cat gets medieval'],"['LetMeowt Games LLC', 'LetMeowt Games LLC']","['Simulation', 'Early Access']"," Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Family Sharing","Mar 2, 2021",$9.99,"0 .. 20,000",823,
8805,['black baby'],"['Santaclos', 'Santaclos']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Feb 23, 2021",$4.99,"0 .. 20,000",180,
8806,['pixelover'],"['Deakcor', 'Deakcor']","['Game Development', 'Early Access']", ,"Oct 13, 2021",$19.99,"0 .. 20,000","2,553",
8807,['midnight driver'],"['Kawaru Games', 'Kawaru Games']","['Sports', 'in Early Access']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Family Sharing","Dec 20, 2021 (previously",$3.99,"0 .. 20,000","1,084",
8808,['cat simulator: meow'],"['', 'WombatBarn']","['Fr', '']", Single-player,"Jun 8, 2021",,"0 .. 20,000",967,
8809,['the mystery of caketropolis'],"['Afiq Suradi', 'Afiq Suradi']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 18, 2021",$9.99,"20,000 .. 50,000",498,
8810,['lunar lich/月球巫妖'],"['Unknown sol3 worker', '七彩绘色游戏']","['Indie', 'RPG']"," Single-player, Partial Controller Support, Family Sharing","Sep 28, 2021",$2.99,"20,000 .. 50,000",763,
8811,['sunny-place'],"['tjern', 'tjern']","['Racing', 'in Early Access']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","Dec 21, 2021 (previously",$6.99,"0 .. 20,000",371,
8812,['mango'],"['Sad Mask Party', 'NILWARE']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Nov 23, 2021",$3.79,"0 .. 20,000",351,
8813,['fat prisoner simulator 3'],"['Kiddy', 'Kiddy']","['Simulation', 'Sports']"," Single-player, Family Sharing","Jan 8, 2021",$0.49,"20,000 .. 50,000",113,
8814,['cauldrons of war - stalingrad'],"['Maestro Cinetik', 'Gaming at Work']","['Strategy', 'in Early Access']"," Single-player, Multi-player, Family Sharing","Sep 10, 2021 (previously",$14.99,"0 .. 20,000","1,364",
8815,['demon skin'],"['Ludus future', 'ESDigital Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Family Sharing","Apr 13, 2021",$9.99,"0 .. 20,000",894,
8816,['wing of darkness'],"['Production Exabilities', 'Clouded Leopard Entertainment']","['Action', 'Indie']"," Single-player, Full controller support, Family Sharing","Jun 2, 2021",$29.99,"0 .. 20,000","3,912",
8817,['castle on the coast'],"['Big Heart Productions', 'Klabater']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play Together, Family Sharing","Dec 2, 2021",$14.99,"0 .. 20,000",391,
8818,['eggcelerate!'],"['Tyre Bytes LLC', 'Tyre Bytes LLC']","['Indie', 'Racing']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Mar 30, 2021",$9.99,"0 .. 20,000",270,
8819,['psycron'],"['Mothware', 'Mothware']","['Action', 'Adventure']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Aug 19, 2021",$6.99,"0 .. 20,000",344,
