,Name,developers_publishers,genre,category,release_date,price,owners,followers,playtime_total
5196,['chromancy'],"['Eugene Tan Jianpeng', 'Eugene Tan Jianpeng']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 7, 2021",$4.99,"20,000 .. 50,000",19,
5197,['my wife'],"['Firer', 'Firer']","['Indie', 'RPG']"," Single-player, Full controller support, Steam Workshop, Steam Workshop, Steam Cloud, Family Sharing","Aug 11, 2021",$3.99,"0 .. 20,000",24,
5198,['clockwork dungeon'],"['Beardlings LLC', 'Beardlings LLC']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Aug 27, 2021",$1.99,"0 .. 20,000",14,
5199,['serpent showdown'],"['Persuasion Game Studio', 'Persuasion Game Studio']","['Action', 'Indie']"," Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing","May 15, 2021",$4.99,"0 .. 20,000",34,
5200,"[""henry's day""]","['Elusive Panda', 'Elusive Panda']","['Fr', 'Adventure']"," Single-player, Steam Achievements, Family Sharing","Nov 11, 2021",$9.99,"0 .. 20,000",108,
5201,['schmutznik'],"['Avram Dumitrescu', 'Avram Dumitrescu Illustrations']","['Action', 'Indie']"," Single-player, Full controller support, Family Sharing","Oct 14, 2021",$11.99,"0 .. 20,000",10,
5202,['暴打萌鼠'],"['LI XICHUN', 'LI XICHUN']","['Indie', 'Strategy']"," Single-player, Family Sharing","May 7, 2021",$2.99,"0 .. 20,000",21,
5203,['super pixel world'],"['EFG Play', 'EFG Play']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Apr 2, 2021",$1.99,"0 .. 20,000",26,
5204,['slime dungeon escape'],"['Rmonak', 'Rmonak']","['Action', 'Indie']"," Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","Apr 27, 2021",$0.99,"0 .. 20,000",12,
5205,['red white yellow'],"['Takahiro Miyazawa', 'Takahiro Miyazawa']","['Fr', 'Casual']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Mar 30, 2021",$2.99,"0 .. 20,000",21,
5206,['castle itter - the strangest battle of wwii'],"['Jérémy Zurcher', 'Jérémy Zurcher']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Apr 30, 2021",$8.99,"0 .. 20,000",158,
5207,['wildfire - ticket to rock'],"['Visual Saga', 'Visual Saga']","['Indie', 'Simulation']"," Single-player, Family Sharing","Jun 17, 2021",$9.99,"0 .. 20,000",79,
5208,['tiny hunter'],"['Nojigames', 'Nojigames']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jul 6, 2021",$7.99,"0 .. 20,000",25,
5209,['short fuse'],"['Tag 44/24', 'Tag 44/24']","['Casual', 'Indie']"," Single-player, Family Sharing","Sep 25, 2021",$9.99,"0 .. 20,000",15,
5210,['guns and grapples'],"['Bit Shifters', 'Bit Shifters']","['Indie', 'in Early Access']"," Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","Nov 1, 2021 (previously",$11.99,"0 .. 20,000",32,
5211,['traveler'],"['Shuji 19', 'Shuji 19']","['Fr', 'Action']"," Multi-player, PvP, Online PvP","Dec 10, 2021",,"0 .. 20,000",93,
5212,['lightsmith'],"['A Few Dragons Pty Ltd', 'A Few Dragons Pty Ltd']","['Simulation', 'Early Access']"," Single-player, Steam Achievements, Family Sharing","Aug 24, 2021",$13.99,"0 .. 20,000",58,
5213,['bats: bloodsucker anti-terror squad'],"['The MIX Games', 'One Eyed Robot']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Oct 19, 2021",$9.99,"20,000 .. 50,000",293,
5214,['g-modeアーカイブス01 フライハイトクラウディア'],"['G-MODE', 'G-MODE']","['Fr', 'RPG']"," Single-player, Steam Cloud, Family Sharing","Apr 26, 2021",$4.99,"0 .. 20,000",133,
5215,['wishlair'],"['Chronogears', 'Chronogears']","['Adventure', 'Indie']"," Single-player, Family Sharing","Jul 28, 2021",$4.99,"0 .. 20,000",29,
5216,['valakas: immortal'],"['Invisible Studio', 'Invisible Studio']","['Fr', 'Action']"," Single-player, Family Sharing","Jun 25, 2021",$0.99,"20,000 .. 50,000",22,
5217,['devileader'],"['Hijong Park', 'PsychoFlux Entertainment']","['Action', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Jun 25, 2021",$0.99,"20,000 .. 50,000",48,
5218,['loopindex'],"['Somepx', 'Ratalaika Games S.L.']","['Casual', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Remote Play Together, Family Sharing","Jun 25, 2021",$4.99,"0 .. 20,000",68,
5219,['build a boss'],"['Tr3 Game Studios', 'Tr3 Game Studios']","['Casual', 'Indie']"," Multi-player, PvP, Online PvP, Family Sharing","Jul 15, 2021",$1.99,"0 .. 20,000",29,
5220,['anime match'],"['Miss Pasture', 'Miss Pasture']","['Fr', 'Casual']"," Single-player, Steam Achievements, Family Sharing","May 25, 2021",$1.99,"0 .. 20,000",14,
5221,['ultra ninja soul'],"['STUDIO POCO', 'STUDIO POCO']","['Action', 'Indie']"," Single-player, Full controller support, Family Sharing","Jun 1, 2021",$5.99,"0 .. 20,000",61,
5222,['ball heroes'],"['Chengdu Haowanyou Technologies Co., Ltd', 'Chengdu Haowanyou Technologies Co., Ltd']","['Sports', 'Early Access']"," Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","Nov 16, 2021",$9.99,"0 .. 20,000",27,
5223,['traffic chase'],"['Digital Mind', 'Digital Mind']","['Sports', 'Early Access']"," Single-player, Family Sharing","Sep 21, 2021",$9.99,"0 .. 20,000",93,
5224,['fantasy heroes 4d / character maker'],"['Hippo Games', 'Hippo Games']","['Utilities', 'Game Development']", ,"Sep 27, 2021",$19.99,"0 .. 20,000",82,
5225,['legendary mahjong 2'],"['IP Izmailov Vladimir Yurievich', 'HH-Games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Oct 12, 2021",$7.99,"0 .. 20,000",37,
5226,['bubble pop it asmr'],"['Boogygames Studios', 'Boogygames Studios']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Oct 13, 2021",$0.99,"0 .. 20,000",20,
5227,['lto arcade'],"['LTO Studios', 'LTO Studios']","['Casual', 'Sports']"," Single-player, Steam Achievements, Steam Cloud, Stats","Oct 19, 2021",,"0 .. 20,000",27,
5228,['super ick'],"['Ethan Goldreyer', 'Ethan Goldreyer']","['Adventure', 'Indie']"," Single-player, Family Sharing","Nov 16, 2021",$2.99,"20,000 .. 50,000",20,
5229,['master theft tvs'],"['Nikita Zotov [ TEPA6ANT ]', 'Nikita Zotov [ TEPA6ANT ]']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Dec 23, 2021",$1.99,"0 .. 20,000",23,
5230,['tomb keeper mansion deluxe pinball'],"['Pinblend Studios', 'Pinblend Studios']","['Action', 'Casual']"," Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","Nov 15, 2021",$4.99,"20,000 .. 50,000",40,
5231,['himegimi detective'],"['YOX-Project', 'YOX-Project']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Nov 24, 2021",$9.99,"0 .. 20,000",163,
5232,['careueyes - blue light filter'],"['CareUEyes', 'CareUEyes']","['Fr', 'Utilities']", ,"Nov 18, 2021",$29.99,"0 .. 20,000",45,
5233,['clou - roll & heist'],"['Boardgame Racoon e.K.', 'Boardgame Racoon e.K.']","['Strategy', 'Early Access']"," Single-player, Steam Achievements, Stats, Family Sharing","Nov 24, 2021",$5.99,"0 .. 20,000",64,
5234,['examination chambers'],"['Felix T. Vogel', 'Felix T. Vogel']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Dec 2, 2021",$1.99,"0 .. 20,000",26,
5235,['find the sunbed'],"['DS | Voxaol', 'DS | Voxaol']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Family Sharing","Dec 7, 2021",$1.99,"100,000 .. 200,000",27,
5236,['control:override'],"['B-Deshi Interactive', 'Brain Station 23 Ltd.']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Apr 20, 2021",$2.99,"0 .. 20,000",48,
5237,['super dango'],"['Super Rice', 'Super Rice']","['Strategy', 'Early Access']"," Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing","Jan 19, 2021",$2.99,"0 .. 20,000",46,
5238,['project entertainment system'],"['Curlee Fro', 'Curlee Fro']","['Action', 'Indie']"," Single-player, Family Sharing","Feb 26, 2021",$4.99,"0 .. 20,000",87,
5239,"[""traceur's dreamlab vr""]","['Icegrim Softworks', 'Icegrim Softworks']","['Sports', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Tracked Controller Support, VR Only, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing","Jan 5, 2021",$4.99,"0 .. 20,000",38,
5240,['scramble'],"['Nyberius', 'Nyberius']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Mar 1, 2021",$0.59,"0 .. 20,000",74,
5241,['last kingdom - the card game'],"['Black Phoenix Studio', 'Black Phoenix Studio']","['Indie', 'Strategy']"," Single-player, Family Sharing","Feb 14, 2021",$8.99,"0 .. 20,000",71,
5242,['rushing beat of rage'],"['Joystick Studio', 'Joystick Studio']","['Adventure', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","Jan 5, 2021",$8.99,"0 .. 20,000",75,
5243,['spaghet 2: al dente chapter'],"['Torrey Daniel', 'TD Indie']","['Adventure', 'Indie']"," Single-player, Family Sharing","Jan 1, 2021",$3.99,"0 .. 20,000",65,
5244,['garetto'],"['FranciscoGames', 'Ff games']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Feb 19, 2021",$0.99,"0 .. 20,000",23,
5245,['wall street bets'],"['Carbon Fiber Games LLC', 'Carbon Fiber Games LLC']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Mar 1, 2021",$2.99,"0 .. 20,000",61,
5246,['radon blast'],"['EntwicklerX', 'EntwicklerX']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","Feb 27, 2021",$2.99,"20,000 .. 50,000",25,
5247,"[""faircroft's antiques: the heir of glen kinnoch""]","['Boomzap Inc', 'Boomzap Inc']","['Adventure', 'Casual']"," Single-player, Steam Cloud, Family Sharing","Mar 18, 2021",$9.99,"0 .. 20,000",63,
5248,['knight throde'],"['LIU Daohuan', 'LIU Daohuan']","['Indie', 'RPG']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Family Sharing","Mar 9, 2021",$0.99,"0 .. 20,000",50,
5249,['mushroomonster'],"['Mikhail Nevsky', 'Mikhail Nevsky']","['Fr', 'Indie']"," Single-player, Family Sharing","Apr 29, 2021",$0.99,"0 .. 20,000",21,
5250,['king of cooking'],"['Team EnE', 'Team EnE']","['Indie', 'Simulation']"," Single-player, Family Sharing","May 6, 2021",$2.99,"0 .. 20,000",52,
5251,['e.x.p.l.o.r.: a new world'],"['Beem Media', 'Beem Media']","['Indie', 'RPG']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 10, 2021",$7.99,"0 .. 20,000",57,
5252,['tin tandem'],"['Sally Forth', 'Sally Forth']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Jun 24, 2021",,"0 .. 20,000",48,
5253,['album corvus'],"[""Devil's Dozen Games"", ""Devil's Dozen Games""]","['RPG', 'Early Access']"," Single-player, Family Sharing","May 21, 2021",$12.99,"0 .. 20,000",60,
5254,['梦落凡尘'],"['竹林晚风', '冷笑黑妖']","['Indie', 'RPG']"," Single-player, Steam Cloud, Family Sharing","May 25, 2021",$0.49,"20,000 .. 50,000",43,
5255,['contact me'],"['NineStarWorks', 'NineStarWorks']","['Indie', 'RPG']"," Single-player, Family Sharing","Apr 8, 2021",$1.99,"0 .. 20,000",26,
5256,['escape: underground'],"['Claudiu V.', 'Claudiu V.']","['Adventure', 'Indie']"," Single-player, Full controller support, Family Sharing","Nov 5, 2021",$4.99,"0 .. 20,000",38,
5257,"[""little shell's adventure""]","['Daegon Stam', 'Plasma Studios']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jun 11, 2021",$4.99,"0 .. 20,000",37,
5258,['reconnect - the heart of darkness'],"['RobotHeart Lab', 'RobotHeart Lab']","['Strategy', 'Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Jun 10, 2021",$14.99,"0 .. 20,000",79,
5259,['finding a prince: the game'],"[""Gunshot Studio's"", ""Gunshot Studio's""]","['RPG', 'Strategy']"," Single-player, Family Sharing","Jul 15, 2021",$4.99,"0 .. 20,000",54,
5260,['tetrix 3d'],"['brusnik.com', 'brusnik.com']","['Casual', 'Indie']"," Single-player, Family Sharing","Sep 1, 2021",$6.99,"0 .. 20,000",86,
5261,['ziode shadow'],"['Middle Man Games', 'Middle Man Games']","['Indie', 'in Early Access']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Nov 11, 2021 (previously",$9.99,"20,000 .. 50,000",17,
5262,['world of paranoia'],"['Lagartija Software', 'Lagartija Software']","['Indie', 'Strategy']"," Single-player, Family Sharing","Sep 6, 2021",$6.99,"0 .. 20,000",73,
5263,['cross numbers'],"['LonelyOcelot', 'LonelyOcelot']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Family Sharing","Jun 30, 2021",$3.99,"0 .. 20,000",27,
5264,['my time alive'],"['Barty Games', 'Barty Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Family Sharing","Aug 3, 2021",$2.99,"0 .. 20,000",50,
5265,['arcade drift'],"['EFatullaev', 'EFatullaev']","['Sports', 'Early Access']"," Single-player, Family Sharing","Jun 28, 2021",$199.99,"0 .. 20,000",27,
5266,['demonsions: industry'],"['StarLight', 'Vyrulent']","['Strategy', 'Early Access']"," Single-player, Full controller support, Family Sharing","Apr 22, 2021",$2.99,"0 .. 20,000",126,
5267,['chubby bear smash'],"['Runnex Technology', 'Runnex Technology']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 4, 2021",$7.99,"0 .. 20,000",27,
5268,['brian the brain'],"['Richard Borges', 'Richard Borges']","['Casual', 'Indie']"," Single-player, Family Sharing","Jun 3, 2021",$0.99,"0 .. 20,000",16,
5269,['zombaliens'],"['Sebastien Penverne', 'Sebastien Penverne']","['Indie', 'Early Access']"," Single-player, Family Sharing","Jul 19, 2021",$15.99,"0 .. 20,000",106,
5270,['humble zombie'],"['SHIBO GAMES', 'SHIBO GAMES']","['Indie', 'Simulation']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Family Sharing","May 27, 2021",$0.99,"20,000 .. 50,000",24,
5271,['allura: curse of the mermaid'],"['eFunsoft', 'HH-Games']","['Fr', 'Casual']"," Single-player, Family Sharing","May 19, 2021",$5.09,"0 .. 20,000",35,
5272,['slime story'],"['★AlienRus★', ""Alien's Space""]","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Jul 9, 2021",$0.99,"0 .. 20,000",16,
5273,['ball ranger'],"['o2o', 'o2o']","['Indie', 'Early Access']"," Single-player, Multi-player, Co-op, LAN Co-op, Family Sharing","Sep 28, 2021",$4.99,"0 .. 20,000",21,
5274,['fei'],"['瞌睡真的瞌睡', '瞌睡真的瞌睡']","['Fr', 'Indie']"," Single-player, Family Sharing","Sep 29, 2021",$2.99,"0 .. 20,000",65,
5275,['fishwitch halloween'],"['Green Sauce Games', 'Green Sauce Games']","['Casual', 'Indie']"," Single-player, Full controller support, Steam Cloud, Family Sharing","Oct 25, 2021",$9.99,"0 .. 20,000",22,
5276,['cyndefense 2'],"['Adom Huber', 'Vignition Studios']","['Simulation', 'Strategy']", Single-player,"Oct 25, 2021",,"20,000 .. 50,000",12,
5277,['sniper road'],"['DONG GAMES', 'DONG GAMES']","['Indie', 'Simulation']"," Single-player, Steam Achievements, Family Sharing","Nov 24, 2021",$0.99,"0 .. 20,000",40,
5278,['notivr'],"['Matterworks Interactive', 'Matterworks Interactive']","['Utilities', 'Early Access']"," Tracked Controller Support, VR Only","Nov 22, 2021",$6.99,"0 .. 20,000",171,
5279,['temple of endless night'],"['Hosted Games', 'Hosted Games']","['Indie', 'RPG']"," Single-player, Steam Cloud, Family Sharing","Nov 12, 2021",$5.99,"0 .. 20,000",47,
5280,['crusade in europe'],"['Microprose', 'Atari']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Nov 30, 2021",$6.99,"100,000 .. 200,000",69,
5281,['pixel game maker series medium-naut'],"['Blue Boss', 'Gotcha Gotcha Games']","['Action', 'Indie']"," Single-player, Partial Controller Support, Family Sharing","Dec 21, 2021",$14.99,"0 .. 20,000",134,
5282,['the rise of tianling sect'],"['yosan', 'yosan']","['Simulation', 'Strategy']"," Single-player, Family Sharing","Dec 27, 2021",$2.99,"0 .. 20,000",47,
5283,['jet fighters with friends (multiplayer)'],"['Archor Wright', 'Archor Games']","['Fr', 'Simulation']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Partial Controller Support, Family Sharing","Dec 29, 2021",$0.99,"0 .. 20,000",54,
5284,['underwater wars'],"['Dynamic Lab Studio', 'Dynamic Lab Studio']","['Strategy', 'Early Access']"," Single-player, Steam Achievements, Family Sharing","May 10, 2021",$7.99,"0 .. 20,000",236,
5285,['planetariumvr'],"['hublab', 'hublab']","['Indie', 'Simulation']"," Single-player, Tracked Controller Support, VR Only, Family Sharing","Dec 17, 2021",$5.99,"0 .. 20,000",135,
5286,['furs of fury'],"['Your Infamous Harp', 'Your Infamous']","['Strategy', 'in Early Access']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Includes level editor","Jul 17, 2021 (previously",,"0 .. 20,000",63,
5287,['maze banquet'],"['bongjicat(BLUE HOUR)', 'bongjicat(BLUE HOUR)']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Aug 9, 2021",$8.99,"0 .. 20,000",43,
5288,['horned knight'],"['Josep Monzonis Hernandez', '2Awesome Studio']","['Action', 'Indie']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Feb 26, 2021",$5.99,"0 .. 20,000",114,
5289,['planetary control!'],"['Kerberos Productions', 'Kerberos Productions']","['Indie', 'Strategy']"," Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing","Mar 18, 2021",$4.99,"0 .. 20,000",50,
5290,['roads of time 2: odyssey'],"['GameOn Production', '8floor']","['Fr', 'Casual']"," Single-player, Family Sharing","Apr 8, 2021",$4.99,"0 .. 20,000",42,
5291,['dabado puzzles'],"['7Games', '7Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Jun 29, 2021",$9.99,"0 .. 20,000",48,
5292,['combat casino'],"['Skylor Beck', 'Skylor Beck']","['RPG', 'Strategy']"," Single-player, Steam Achievements, Steam Cloud","Jul 29, 2021",,"20,000 .. 50,000",44,
5293,['retrowave road'],"['deadworld games', 'deadworld games']","['Indie', 'Racing']"," Single-player, Family Sharing","May 7, 2021",$9.99,"0 .. 20,000",44,
5294,['word wise'],"['Chandler Charbonneau', 'Chandler Charbonneau']","['Casual', 'Indie']"," Single-player, Family Sharing","Apr 1, 2021",$2.99,"0 .. 20,000",26,
5295,['wolf attack'],"['TOMATOVR', 'TOMATOVR']","['Casual', 'Indie']"," Single-player, Multi-player, PvP, Online PvP, Tracked Controller Support, VR Only, Family Sharing","Sep 6, 2021",$9.99,"0 .. 20,000",38,
5296,['dressmaker pro'],"['Suzuki Cecil', 'Dream Factory Co.,Ltd.']","['Design & Illustration', 'Game Development']", ,"Jul 15, 2021",$54.99,"0 .. 20,000",204,
5297,['a strange hotel'],"['EmInSpace', 'EmInSpace']","['Adventure', 'Casual']"," Single-player, Full controller support, Steam Cloud, Family Sharing","Jun 30, 2021",$1.99,"0 .. 20,000",32,
5298,['survival z'],"['Ember Entertainment', 'Ember Entertainment']","['Fr', 'Action']"," Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","Apr 26, 2021",$14.99,"0 .. 20,000",126,
5299,['welcome to lakewood'],"['Space Slug Studios', 'Space Slug Studios']","['Adventure', 'Indie']"," Single-player, Family Sharing","Jun 17, 2021",$0.99,"200,000 .. 500,000",28,
5300,['beat defender'],"['Nick', 'Reda']","['Indie', 'Early Access']"," Single-player, Steam Achievements, Full controller support, Family Sharing","Jul 16, 2021",$4.99,"0 .. 20,000",25,
5301,['soccer cup solitaire'],"['AnaWiki Games', 'HH-Games']","['Fr', 'Casual']"," Single-player, Family Sharing","Jul 25, 2021",$4.79,"0 .. 20,000",28,
5302,['paladin dream'],"['HitherYon Games', 'Meridian4']","['Indie', 'RPG']"," Single-player, Steam Achievements, Family Sharing","Jul 12, 2021",$4.99,"0 .. 20,000",148,
5303,['i love finding pups'],"['Tiny Little Lion', 'Boomzap Inc']","['Fr', 'Casual']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Oct 17, 2021",$9.99,"0 .. 20,000",27,
5304,['cage-face | case 2: the sewer'],"['Alex Olinkiewicz', 'A.O.Games']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 25, 2021",$1.99,"0 .. 20,000",77,
5305,['畢業生模擬器'],"['Rico Indie Game', 'Rico Indie Game']","['Fr', 'RPG']"," Single-player, Family Sharing","Dec 2, 2021",$7.99,"0 .. 20,000",112,
5306,['the infecting 3'],"['Immure Creations®', 'Immure Creations®']","['Action', 'Indie']"," Single-player, Family Sharing","Nov 30, 2021",$6.99,"0 .. 20,000",20,
5307,['spookykillers: chapter 1'],"['MadMozer', 'MadMozer']","['Free to Play', 'Indie']"," Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together","Dec 27, 2021",,"0 .. 20,000",39,
5308,"[""shoot 'm up""]","['DukeSoft', 'DukeSoft']","['Indie', 'in Early Access']"," Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, Steam Cloud, Stats, Includes level editor, Family Sharing","Apr 2, 2021 (previously",$5.99,"0 .. 20,000",279,
5309,['pangman'],"['Ivanovich Games', 'Ivanovich Games']","['Casual', 'Indie']"," Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing","Apr 27, 2021",$11.99,"0 .. 20,000",92,
5310,['fighting for justice episode 1'],"['Bruno Queiroz', 'Rocha Village Games']","['Adventure', 'Casual']"," Single-player, Family Sharing","Nov 8, 2021",$0.99,"0 .. 20,000",16,
5311,['in the house of silence'],"['Kai Ruma Games', 'Kai Ruma Games']","['Indie', 'Strategy']"," Single-player, Family Sharing","May 10, 2021",$14.99,"0 .. 20,000",117,
5312,['shards of feyra'],"['Feyra Online', 'Feyra Online']","['RPG', 'Strategy']"," Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Leaderboards, Family Sharing","Jan 10, 2021",$0.99,"20,000 .. 50,000",186,
5313,"[""happy valentine's day""]","['玫瑰工作室', '玫瑰工作室']","['Indie', 'Strategy']"," Single-player, Family Sharing","Jan 18, 2021",$1.99,"0 .. 20,000",64,
5314,['voxel battle simulator'],"['ROOKIEZ FROM WARSAW', 'ROOKIEZ FROM WARSAW']","['Simulation', 'Strategy']"," Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing","Apr 29, 2021",$9.99,"0 .. 20,000",135,
5315,['cooking: around the world'],"['Gábor Présinger', 'Gábor Présinger']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Feb 26, 2021",$4.99,"0 .. 20,000",66,
5316,['大头侏罗纪'],"['CAOLEI', 'CAOLEI']","['Casual', 'Indie']"," Single-player, Family Sharing","Feb 25, 2021",$1.99,"0 .. 20,000",56,
5317,['cuberpunk 2090'],"['Brouillard', 'Brouillard']","['Adventure', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Apr 27, 2021",$12.99,"0 .. 20,000",47,
5318,['hyper dungeon crawler'],"['Tony Wang', 'Tony Wang']","['RPG', 'Strategy']"," Single-player, Partial Controller Support, Family Sharing","Jul 31, 2021",$6.99,"0 .. 20,000",162,
5319,['blood for poppies'],"['Hosted Games', 'Hosted Games']","['Indie', 'RPG']"," Single-player, Steam Achievements, Steam Cloud, Family Sharing","Aug 19, 2021",$5.99,"20,000 .. 50,000",37,
5320,['sacred cubes 2'],"['Louie Inc', 'Louie Inc']","['Casual', 'Indie']"," Single-player, Steam Achievements, Family Sharing","May 3, 2021",$2.19,"0 .. 20,000",62,
5321,['desperation'],"['EXBOTS', 'EXBOTS']","['Massively Multiplayer', 'Early Access']"," Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Family Sharing","May 14, 2021",$4.99,"50,000 .. 100,000",127,
5322,['pandora : wild origins'],"['Luneria Studio', 'Luneria Studio']","['Simulation', 'Early Access']"," Single-player, Family Sharing","Sep 10, 2021",$18.99,"0 .. 20,000",208,
5323,['the elysian field'],"['Faizaan Alam', 'Faizaan Alam']","['Casual', 'Indie']"," Single-player, Family Sharing","Aug 6, 2021",$1.99,"0 .. 20,000",31,
5324,['vortex rolling'],"['INFINITE BRIDGE', 'INFINITE BRIDGE']","['Simulation', 'Sports']"," Single-player, Family Sharing","Jun 14, 2021",$0.99,"0 .. 20,000",22,
5325,['toilet paper wants to be a basketball'],"['KIMIDORI SOFT', 'KIMIDORI SOFT']","['Casual', 'Indie']"," Single-player, Steam Achievements, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","Jun 17, 2021",$2.99,"0 .. 20,000",55,
5326,['evan quest'],"['Archor Wright', 'Archor Games']","['Fr', 'Action']"," Single-player, Partial Controller Support, Family Sharing","Sep 17, 2021",$0.99,"0 .. 20,000",44,
5327,['hotgirls sliding puzzle'],"['LineArtBabe', 'DIG Publishing']","['Casual', 'Indie']"," Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Sep 8, 2021",$1.19,"0 .. 20,000",32,
5328,['周松传'],"['周松传工作室', '周松传工作室']","['RPG', 'Strategy']"," Single-player, Family Sharing","Oct 4, 2021",$0.99,"0 .. 20,000",106,
5329,"[""don't run out of soda""]","[""Rama's Horrors"", ""Rama's Horrors""]","['Action', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 8, 2021",$4.99,"0 .. 20,000",41,
5330,['puzzle art: reptiles'],"['My Label Game Studio', 'My Label Game Studio']","['Fr', 'Indie']"," Single-player, Steam Achievements, Family Sharing","Oct 26, 2021",$1.99,"0 .. 20,000",28,
5331,['nakornsampan'],"['MakhamDev', 'MakhamDev']","['Indie', 'Strategy']"," Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Family Sharing","Dec 18, 2021",$1.99,"0 .. 20,000",57,
